Singular	Plural	S Count	P Count	P %
regulus	reguli	9	1	0.1
brief	briefs	9	1	0.1
hierarchy	hierarchies	9	1	0.1
obedience	obediences	9	1	0.1
pennant	pennants	9	1	0.1
sweetheart	sweethearts	9	1	0.1
nickname	nicknames	9	1	0.1
inspiration	inspirations	9	1	0.1
attainment	attainments	9	1	0.1
prosecution	prosecutions	9	1	0.1
halfback	halfbacks	9	1	0.1
medium	mediums	36	4	0.1
watch	watches	27	3	0.1
cellulose	celluloses	9	1	0.1
mortar	mortars	9	1	0.1
dash	dashes	9	1	0.1
elimination	eliminations	9	1	0.1
nightmare	nightmares	9	1	0.1
paste	pastes	9	1	0.1
evening	evenings	128	14	0.0985915492958
favor	favors	55	6	0.0983606557377
beginning	beginnings	83	9	0.0978260869565
civilization	civilizations	37	4	0.0975609756098
couple	couples	121	13	0.0970149253731
chief	chiefs	28	3	0.0967741935484
husband	husbands	131	14	0.0965517241379
analysis	analyses	103	11	0.0964912280702
phone	phones	47	5	0.0961538461538
background	backgrounds	66	7	0.0958904109589
devotion	devotions	19	2	0.0952380952381
realm	realms	19	2	0.0952380952381
bay	bays	19	2	0.0952380952381
canvas	canvass	19	2	0.0952380952381
therapist	therapists	19	2	0.0952380952381
yield	yields	19	2	0.0952380952381
complement	complements	19	2	0.0952380952381
estate	estates	48	5	0.0943396226415
valley	valleys	48	5	0.0943396226415
metal	metals	58	6	0.09375
entertainment	entertainments	29	3	0.09375
fate	fates	29	3	0.09375
tendency	tendencies	49	5	0.0925925925926
nose	noses	59	6	0.0923076923077
pleasure	pleasures	59	6	0.0923076923077
muzzle	muzzles	10	1	0.0909090909091
orchestra	orchestras	40	4	0.0909090909091
violin	violins	10	1	0.0909090909091
parallel	parallels	10	1	0.0909090909091
decency	decencies	10	1	0.0909090909091
parish	parishes	10	1	0.0909090909091
dinner	dinners	90	9	0.0909090909091
diet	diets	20	2	0.0909090909091
sigh	sighs	10	1	0.0909090909091
boost	boosts	10	1	0.0909090909091
main	mains	10	1	0.0909090909091
punishment	punishments	20	2	0.0909090909091
illness	illnesses	20	2	0.0909090909091
misfortune	misfortunes	10	1	0.0909090909091
burst	bursts	10	1	0.0909090909091
railway	railways	10	1	0.0909090909091
masterpiece	masterpieces	10	1	0.0909090909091
perfume	perfumes	10	1	0.0909090909091
devil	devils	20	2	0.0909090909091
fire	fires	160	16	0.0909090909091
inspection	inspections	20	2	0.0909090909091
reunion	reunions	10	1	0.0909090909091
embodiment	embodiments	10	1	0.0909090909091
typewriter	typewriters	10	1	0.0909090909091
sergeant	sergeants	10	1	0.0909090909091
replacement	replacements	20	2	0.0909090909091
head	heads	404	40	0.0900900900901
reduction	reductions	41	4	0.0888888888889
influence	influences	113	11	0.0887096774194
resolution	resolutions	62	6	0.0882352941176
collection	collections	83	8	0.0879120879121
knife	knives	73	7	0.0875
availability	availabilities	21	2	0.0869565217391
plug	plugs	21	2	0.0869565217391
defeat	defeats	21	2	0.0869565217391
cold	colds	21	2	0.0869565217391
regiment	regiments	21	2	0.0869565217391
defense	defenses	126	12	0.0869565217391
bed	beds	126	12	0.0869565217391
variety	varieties	84	8	0.0869565217391
security	securities	74	7	0.0864197530864
credit	credits	53	5	0.0862068965517
taste	tastes	53	5	0.0862068965517
ocean	oceans	32	3	0.0857142857143
battle	battles	75	7	0.0853658536585
economy	economies	75	7	0.0853658536585
confusion	confusions	43	4	0.0851063829787
environment	environments	43	4	0.0851063829787
therapy	therapies	11	1	0.0833333333333
bottom	bottoms	77	7	0.0833333333333
retreat	retreats	11	1	0.0833333333333
constitution	constitutions	11	1	0.0833333333333
chin	chins	22	2	0.0833333333333
turn	turns	88	8	0.0833333333333
conspiracy	conspiracies	22	2	0.0833333333333
duration	durations	11	1	0.0833333333333
urethane	urethanes	22	2	0.0833333333333
shooting	shootings	11	1	0.0833333333333
compartment	compartments	11	1	0.0833333333333
budget	budgets	55	5	0.0833333333333
fleet	fleets	11	1	0.0833333333333
ward	wards	22	2	0.0833333333333
rejection	rejections	11	1	0.0833333333333
colonel	colonels	11	1	0.0833333333333
saddle	saddles	22	2	0.0833333333333
rotation	rotations	11	1	0.0833333333333
furnace	furnaces	11	1	0.0833333333333
architecture	architectures	11	1	0.0833333333333
treatment	treatments	122	11	0.0827067669173
exchange	exchanges	56	5	0.0819672131148
intensity	intensities	56	5	0.0819672131148
diameter	diameters	45	4	0.0816326530612
size	sizes	136	12	0.0810810810811
luncheon	luncheons	23	2	0.08
leather	leathers	23	2	0.08
regime	regimes	23	2	0.08
charm	charms	23	2	0.08
belly	bellies	23	2	0.08
parade	parades	23	2	0.08
refrigerator	refrigerators	23	2	0.08
exposure	exposures	23	2	0.08
roof	roofs	58	5	0.0793650793651
formula	formulae	58	5	0.0793650793651
water	waters	430	36	0.0772532188841
look	looks	96	8	0.0769230769231
transferor	transferors	12	1	0.0769230769231
offer	offers	12	1	0.0769230769231
hymen	hymens	12	1	0.0769230769231
cab	cabs	12	1	0.0769230769231
irony	ironies	12	1	0.0769230769231
diversity	diversities	12	1	0.0769230769231
mare	mares	12	1	0.0769230769231
purse	purses	12	1	0.0769230769231
cavity	cavities	12	1	0.0769230769231
deficit	deficits	12	1	0.0769230769231
pull	pulls	12	1	0.0769230769231
grandfather	grandfathers	12	1	0.0769230769231
sitter	sitters	24	2	0.0769230769231
coming	comings	12	1	0.0769230769231
couch	couches	12	1	0.0769230769231
legislature	legislatures	12	1	0.0769230769231
decline	declines	24	2	0.0769230769231
urgency	urgencies	12	1	0.0769230769231
completion	completions	36	3	0.0769230769231
continuity	continuities	24	2	0.0769230769231
liquidation	liquidations	12	1	0.0769230769231
globe	globes	12	1	0.0769230769231
dialogue	dialogues	12	1	0.0769230769231
war	wars	304	25	0.0759878419453
hair	hairs	147	12	0.0754716981132
stomach	stomachs	37	3	0.075
dilemma	dilemmas	25	2	0.0740740740741
smell	smells	25	2	0.0740740740741
journey	journeys	25	2	0.0740740740741
gear	gears	25	2	0.0740740740741
king	kings	25	2	0.0740740740741
hold	holds	25	2	0.0740740740741
telephone	telephones	63	5	0.0735294117647
staff	staffs	101	8	0.0733944954128
hydrogen	hydrogens	38	3	0.0731707317073
steel	steels	38	3	0.0731707317073
night	nights	398	31	0.0722610722611
mouth	mouths	103	8	0.0720720720721
experimentation	experimentations	13	1	0.0714285714286
handful	handfuls	13	1	0.0714285714286
rebellion	rebellions	13	1	0.0714285714286
humanity	humanities	26	2	0.0714285714286
brutality	brutalities	13	1	0.0714285714286
reorganization	reorganizations	26	2	0.0714285714286
excellence	excellences	13	1	0.0714285714286
chemical	chemicals	52	4	0.0714285714286
climax	climaxes	13	1	0.0714285714286
equilibrium	equilibriums	13	1	0.0714285714286
stability	stabilities	13	1	0.0714285714286
breed	breeds	13	1	0.0714285714286
stimulation	stimulations	13	1	0.0714285714286
superintendent	superintendents	13	1	0.0714285714286
involvement	involvements	13	1	0.0714285714286
antenna	antennas	13	1	0.0714285714286
phosphor	phosphors	13	1	0.0714285714286
disposition	dispositions	13	1	0.0714285714286
shirt	shirts	26	2	0.0714285714286
sort	sorts	156	12	0.0714285714286
bedroom	bedrooms	52	4	0.0714285714286
romance	romances	13	1	0.0714285714286
collar	collars	13	1	0.0714285714286
opera	operas	26	2	0.0714285714286
floor	floors	157	12	0.0710059171598
summer	summers	132	10	0.0704225352113
chest	chests	53	4	0.0701754385965
scale	scales	53	4	0.0701754385965
life	lives	676	51	0.07015130674
gas	gases	93	7	0.07
prison	prisons	40	3	0.0697674418605
core	cores	40	3	0.0697674418605
beauty	beauties	67	5	0.0694444444444
delight	delights	27	2	0.0689655172414
press	presses	81	6	0.0689655172414
studio	studios	28	2	0.0666666666667
travel	travels	28	2	0.0666666666667
whip	whips	14	1	0.0666666666667
carbon	carbons	28	2	0.0666666666667
heap	heaps	14	1	0.0666666666667
platform	platforms	70	5	0.0666666666667
spray	sprays	14	1	0.0666666666667
march	marches	14	1	0.0666666666667
alarm	alarms	14	1	0.0666666666667
lemon	lemons	14	1	0.0666666666667
scenery	sceneries	14	1	0.0666666666667
heater	heaters	14	1	0.0666666666667
crash	crashes	14	1	0.0666666666667
driveway	driveways	14	1	0.0666666666667
alliance	alliances	14	1	0.0666666666667
wife	wives	227	16	0.0658436213992
oxygen	oxygens	43	3	0.0652173913043
thickness	thicknesses	43	3	0.0652173913043
spring	springs	101	7	0.0648148148148
era	eras	29	2	0.0645161290323
residence	residences	29	2	0.0645161290323
faculty	faculties	73	5	0.0641025641026
back	backs	176	12	0.063829787234
radio	radios	104	7	0.0630630630631
ham	hams	15	1	0.0625
finish	finishes	15	1	0.0625
bass	basses	15	1	0.0625
basement	basements	30	2	0.0625
catcher	catchers	15	1	0.0625
distress	distresses	15	1	0.0625
heritage	heritages	15	1	0.0625
daylight	daylights	15	1	0.0625
expansion	expansions	45	3	0.0625
trade	trades	121	8	0.062015503876
silence	silences	46	3	0.0612244897959
creation	creations	46	3	0.0612244897959
space	spaces	170	11	0.060773480663
wedding	weddings	31	2	0.0606060606061
corn	corns	31	2	0.0606060606061
density	densities	31	2	0.0606060606061
addition	additions	141	9	0.06
birth	births	63	4	0.0597014925373
atmosphere	atmospheres	79	5	0.0595238095238
father	fathers	159	10	0.0591715976331
household	households	32	2	0.0588235294118
correlation	correlations	16	1	0.0588235294118
crown	crowns	16	1	0.0588235294118
graph	graphs	16	1	0.0588235294118
curriculum	curriculums	16	1	0.0588235294118
operand	operands	16	1	0.0588235294118
conjunction	conjunctions	16	1	0.0588235294118
compromise	compromises	16	1	0.0588235294118
orientation	orientations	16	1	0.0588235294118
fame	fames	16	1	0.0588235294118
moon	moons	48	3	0.0588235294118
rush	rushes	16	1	0.0588235294118
cockpit	cockpits	16	1	0.0588235294118
rain	rains	64	4	0.0588235294118
bride	brides	32	2	0.0588235294118
voyage	voyages	16	1	0.0588235294118
liver	livers	16	1	0.0588235294118
chemistry	chemistries	16	1	0.0588235294118
harbor	harbors	16	1	0.0588235294118
confession	confessions	16	1	0.0588235294118
pause	pauses	16	1	0.0588235294118
jar	jars	16	1	0.0588235294118
rage	rages	16	1	0.0588235294118
injustice	injustices	16	1	0.0588235294118
efficiency	efficiencies	48	3	0.0588235294118
desk	desks	65	4	0.0579710144928
admission	admissions	33	2	0.0571428571429
capacity	capacities	83	5	0.0568181818182
spread	spreads	17	1	0.0555555555556
gin	gins	17	1	0.0555555555556
anniversary	anniversaries	17	1	0.0555555555556
intuition	intuitions	17	1	0.0555555555556
lap	laps	17	1	0.0555555555556
population	populations	136	8	0.0555555555556
friction	frictions	17	1	0.0555555555556
kingdom	kingdoms	17	1	0.0555555555556
context	contexts	34	2	0.0555555555556
nationalism	nationalisms	34	2	0.0555555555556
separation	separations	17	1	0.0555555555556
mention	mentions	17	1	0.0555555555556
absence	absences	53	3	0.0535714285714
fall	falls	71	4	0.0533333333333
heading	headings	18	1	0.0526315789474
crew	crews	36	2	0.0526315789474
kitchen	kitchens	90	5	0.0526315789474
bathroom	bathrooms	18	1	0.0526315789474
pile	piles	18	1	0.0526315789474
cream	creams	18	1	0.0526315789474
parlor	parlors	18	1	0.0526315789474
patrol	patrols	18	1	0.0526315789474
gallery	galleries	18	1	0.0526315789474
text	texts	54	3	0.0526315789474
effluent	effluents	18	1	0.0526315789474
cross	crosses	18	1	0.0526315789474
top	tops	129	7	0.0514705882353
comedy	comedies	37	2	0.0512820512821
midst	midsts	19	1	0.05
lobby	lobbies	19	1	0.05
theatre	theatres	19	1	0.05
cancer	cancers	19	1	0.05
majority	majorities	57	3	0.05
feed	feeds	58	3	0.0491803278689
determination	determinations	39	2	0.0487804878049
capital	capitals	78	4	0.0487804878049
shame	shames	20	1	0.047619047619
mess	messes	20	1	0.047619047619
rehabilitation	rehabilitations	20	1	0.047619047619
business	businesses	363	18	0.0472440944882
range	ranges	142	7	0.0469798657718
front	fronts	142	7	0.0469798657718
support	supports	123	6	0.046511627907
morning	mornings	208	10	0.045871559633
president	presidents	125	6	0.0458015267176
fashion	fashions	63	3	0.0454545454545
testing	testings	21	1	0.0454545454545
killer	killers	21	1	0.0454545454545
challenge	challenges	21	1	0.0454545454545
porch	porches	42	2	0.0454545454545
identification	identifications	42	2	0.0454545454545
failure	failures	85	4	0.0449438202247
plaster	plasters	22	1	0.0434782608696
excuse	excuses	22	1	0.0434782608696
appreciation	appreciations	22	1	0.0434782608696
impact	impacts	66	3	0.0434782608696
exploration	explorations	22	1	0.0434782608696
democracy	democracies	22	1	0.0434782608696
construction	constructions	88	4	0.0434782608696
people	peoples	809	36	0.0426035502959
funeral	funerals	23	1	0.0416666666667
genius	geniuses	23	1	0.0416666666667
widow	widows	23	1	0.0416666666667
registration	registrations	23	1	0.0416666666667
production	productions	140	6	0.041095890411
lead	leads	47	2	0.0408163265306
retirement	retirements	24	1	0.04
freight	freights	24	1	0.04
access	accesses	24	1	0.04
conductor	conductors	24	1	0.04
beat	beats	24	1	0.04
tribute	tributes	24	1	0.04
snow	snows	50	2	0.0384615384615
whole	wholes	50	2	0.0384615384615
breakfast	breakfasts	51	2	0.0377358490566
climate	climates	26	1	0.037037037037
ranch	ranches	26	1	0.037037037037
mirror	mirrors	26	1	0.037037037037
cellar	cellars	26	1	0.037037037037
rise	rises	53	2	0.0363636363636
regard	regards	53	2	0.0363636363636
scope	scopes	27	1	0.0357142857143
tea	teas	27	1	0.0357142857143
reputation	reputations	27	1	0.0357142857143
struggle	struggles	55	2	0.0350877192982
fight	fights	55	2	0.0350877192982
damage	damages	28	1	0.0344827586207
sensitivity	sensitivities	28	1	0.0344827586207
enthusiasm	enthusiasms	28	1	0.0344827586207
focus	foci	28	1	0.0344827586207
introduction	introductions	28	1	0.0344827586207
jurisdiction	jurisdictions	28	1	0.0344827586207
morality	moralities	29	1	0.0333333333333
emphasis	emphases	58	2	0.0333333333333
magnitude	magnitudes	29	1	0.0333333333333
history	histories	268	9	0.0324909747292
supper	suppers	30	1	0.0322580645161
survival	survivals	30	1	0.0322580645161
football	footballs	30	1	0.0322580645161
campus	campuses	30	1	0.0322580645161
radiation	radiations	91	3	0.031914893617
fish	fishes	31	1	0.03125
truth	truths	124	4	0.03125
beer	beers	32	1	0.030303030303
membership	memberships	66	2	0.0294117647059
death	deaths	264	8	0.0294117647059
strength	strengths	135	4	0.0287769784173
conduct	conducts	34	1	0.0285714285714
reception	receptions	34	1	0.0285714285714
bus	busses	34	1	0.0285714285714
faith	faiths	103	3	0.0283018867925
hall	halls	107	3	0.0272727272727
maturity	maturities	36	1	0.027027027027
conscience	consciences	37	1	0.0263157894737
thyroid	thyroids	37	1	0.0263157894737
presence	presences	75	2	0.025974025974
index	indexes	75	2	0.025974025974
winter	winters	76	2	0.025641025641
neck	necks	76	2	0.025641025641
anxiety	anxieties	39	1	0.025
freedom	freedoms	119	3	0.0245901639344
total	totals	129	3	0.0227272727273
captain	captains	44	1	0.0222222222222
management	managements	88	2	0.0222222222222
employment	employments	44	1	0.0222222222222
luck	lucks	45	1	0.0217391304348
safety	safeties	45	1	0.0217391304348
resistance	resistances	45	1	0.0217391304348
middle	middles	46	1	0.0212765957447
nature	natures	186	4	0.0210526315789
help	helps	93	2	0.0210526315789
drive	drives	48	1	0.0204081632653
status	statuses	96	2	0.0204081632653
evidence	evidences	200	4	0.0196078431373
breath	breaths	50	1	0.0196078431373
baseball	baseballs	52	1	0.0188679245283
grass	grasses	52	1	0.0188679245283
flow	flows	55	1	0.0178571428571
confidence	confidences	55	1	0.0178571428571
search	searches	58	1	0.0169491525424
jury	juries	63	1	0.015625
imagination	imaginations	65	1	0.0151515151515
dust	dusts	65	1	0.0151515151515
unity	unities	66	1	0.0149253731343
rest	rests	136	2	0.0144927536232
hell	hells	71	1	0.0138888888889
air	airs	218	3	0.0135746606335
justice	justices	75	1	0.0131578947368
anode	anodes	77	1	0.0128205128205
love	loves	161	2	0.0122699386503
philosophy	philosophies	81	1	0.0121951219512
balance	balances	82	1	0.0120481927711
understanding	understandings	82	1	0.0120481927711
clay	clays	84	1	0.0117647058824
care	cares	85	1	0.0116279069767
deal	deals	89	1	0.0111111111111
behavior	behaviors	95	1	0.0104166666667
income	incomes	97	1	0.0102040816327
will	wills	99	1	0.01
sun	suns	101	1	0.00980392156863
blood	bloods	114	1	0.00869565217391
labor	labors	115	1	0.00862068965517
money	moneys	259	2	0.00766283524904
literature	literatures	131	1	0.00757575757576
research	researches	133	1	0.00746268656716
world	worlds	684	5	0.00725689404935
growth	growths	151	1	0.00657894736842
education	educations	175	1	0.00568181818182
attention	attentions	177	1	0.00561797752809
boy	boies	234	1	0.00425531914894
nothing	nothings	358	1	0.00278551532033
